Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ShowProgressBar,Spreadsheet: VERB,Spreadsheet: _,Spreadsheet: NUM,Spreadsheet: NOUN,Spreadsheet: _01,Spreadsheet: _02,Spreadsheet: _BLOT,Spreadsheet: AlienCountA,Spreadsheet: AlienCountB,Spreadsheet: TextResponseA,Spreadsheet: AlienTestCount03,Spreadsheet: Test01Option01,Spreadsheet: Test01Option02,Spreadsheet: Train02Picture01,Spreadsheet: Train02Picture02,Spreadsheet: TextTraining02,Spreadsheet: Test02Picture01,Spreadsheet: Test02Option01,Spreadsheet: Test02Option02,Spreadsheet: ,Spreadsheet: CorrectAnswer,Spreadsheet: TestCorrectAnswer,Manipulation: Spreadsheet,Store: correct,Store: total
14,1686659463913,13/06/2023 12:31:03,1686663063913,1,13/06/2023 14:31:03,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,2229.5029999940452,2218.8820000000123,2229.5029999940452,2229.5029999940452,2218.8820000000123,2229.5029999940452,1,2229.5029999940452,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
15,1686659466423,13/06/2023 12:31:06,1686663066423,1,13/06/2023 14:31:06,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,2520.0209999999934,2519.123999999996,2520.0209999999934,2520.0209999999934,2519.123999999996,2520.0209999999934,1,2520.0209999999934,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
16,1686659470000,13/06/2023 12:31:10,1686663070000,1,13/06/2023 14:31:10,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,3577.7969999910565,3570.274999999994,3577.7969999910565,3577.7969999910565,3570.274999999994,3577.7969999910565,0,3577.7969999910565,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
17,1686659472148,13/06/2023 12:31:12,1686663072148,1,13/06/2023 14:31:12,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,2155.8220000029833,2152.1440000000002,2155.8220000029833,2155.8220000029833,2152.1440000000002,2155.8220000029833,0,2155.8220000029833,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
18,1686659475602,13/06/2023 12:31:15,1686663075602,1,13/06/2023 14:31:15,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,3457.678000002983,3453.470000000001,3457.678000002983,3457.678000002983,3453.470000000001,3457.678000002983,1,3457.678000002983,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
19,1686659477762,13/06/2023 12:31:17,1686663077762,1,13/06/2023 14:31:17,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,2164.107999994041,2152.127999999997,2164.107999994041,2164.107999994041,2152.127999999997,2164.107999994041,1,2164.107999994041,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
20,1686659480036,13/06/2023 12:31:20,1686663080036,1,13/06/2023 14:31:20,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,2285.662000000011,2268.9560000000056,2285.662000000011,2285.662000000011,2268.9560000000056,2285.662000000011,1,2285.662000000011,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
21,1686659482375,13/06/2023 12:31:22,1686663082375,1,13/06/2023 14:31:22,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2355.923999999999,2352.3169999999955,2355.923999999999,2355.923999999999,2352.3169999999955,2355.923999999999,1,2355.923999999999,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659482378,13/06/2023 12:31:22,1686663082378,1,13/06/2023 14:31:22,136362,2,task-pfy5,,30034697,578ce1bdc9abeb0001af3163,8944645,,complete,,64886e896545fbce33b71b34,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x977,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659555728,13/06/2023 12:32:35,1686663155728,1,13/06/2023 14:32:35,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659568113,13/06/2023 12:32:48,1686663168113,1,13/06/2023 14:32:48,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,12395.019999999999,12377.76,12395.019999999999,12395.019999999999,12377.76,12395.019999999999,1,12395.019999999999,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659570989,13/06/2023 12:32:50,1686663170989,1,13/06/2023 14:32:50,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,2898.279999999999,2881.3199999999997,2898.279999999999,2898.279999999999,2881.3199999999997,2898.279999999999,0,2898.279999999999,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
4,1686659573257,13/06/2023 12:32:53,1686663173257,1,13/06/2023 14:32:53,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,2284.84,2281.6800000000003,2284.84,2284.84,2281.6800000000003,2284.84,0,2284.84,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TA,SNUR,_01.png,_02.png,,,,,SNUR_TA_01.png,SNUR_TA_02.png,SNUR_TU_02.png,,,,,,,,,SNUR_TA_02.png,,,
5,1686659575520,13/06/2023 12:32:55,1686663175520,1,13/06/2023 14:32:55,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TU_02.png,2264.300000000003,2248.4000000000015,2264.300000000003,2264.300000000003,2248.4000000000015,2264.300000000003,0,2264.300000000003,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1686659577250,13/06/2023 12:32:57,1686663177250,1,13/06/2023 14:32:57,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,1748.7599999999984,1732.8799999999974,1748.7599999999984,1748.7599999999984,1732.8799999999974,1748.7599999999984,0,1748.7599999999984,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
7,1686659579177,13/06/2023 12:32:59,1686663179177,1,13/06/2023 14:32:59,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,5,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1940.880000000001,1932.0200000000004,1940.880000000001,1940.880000000001,1932.0200000000004,1940.880000000001,0,1940.880000000001,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
8,1686659581234,13/06/2023 12:33:01,1686663181234,1,13/06/2023 14:33:01,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,6,Testing02,Testing 02,hvzr65,1,response,PHAI_TI_02.png,2066.8600000000006,2064.84,2066.8600000000006,2066.8600000000006,2064.84,2066.8600000000006,1,2066.8600000000006,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TI,PHAI,_01.png,_02.png,,,,,PHAI_TI_01.png,PHAI_TI_02.png,PHAI_TA_02.png,,,,,,,,,PHAI_TI_02.png,,,
9,1686659582694,13/06/2023 12:33:02,1686663182694,1,13/06/2023 14:33:02,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,7,Testing02,Testing 02,hvzr65,1,response,STOO_TI_02.png,1462.0200000000004,1448.859999999997,1462.0200000000004,1462.0200000000004,1448.859999999997,1462.0200000000004,1,1462.0200000000004,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TI,STOO,_01.png,_02.png,,,,,STOO_TI_01.png,STOO_TI_02.png,STOO_TU_02.png,,,,,,,,,STOO_TI_02.png,,,
10,1686659584153,13/06/2023 12:33:04,1686663184153,1,13/06/2023 14:33:04,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,8,Testing02,Testing 02,hvzr65,1,response,SNUR_TI_02.png,1472.1600000000035,1466.3400000000038,1472.1600000000035,1472.1600000000035,1466.3400000000038,1472.1600000000035,1,1472.1600000000035,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TI,SNUR,_01.png,_02.png,,,,,SNUR_TI_01.png,SNUR_TA_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TI_02.png,,,
11,1686659586061,13/06/2023 12:33:06,1686663186061,1,13/06/2023 14:33:06,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,9,Testing02,Testing 02,hvzr65,1,response,PHAI_TU_02.png,1913.8600000000006,1897.9599999999991,1913.8600000000006,1913.8600000000006,1897.9599999999991,1913.8600000000006,1,1913.8600000000006,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,PHAI,_01.png,_02.png,,,,,PHAI_TU_01.png,PHAI_TI_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TU_02.png,,,
12,1686659587879,13/06/2023 12:33:07,1686663187879,1,13/06/2023 14:33:07,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,10,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1834.8600000000006,1831.800000000003,1834.8600000000006,1834.8600000000006,1831.800000000003,1834.8600000000006,1,1834.8600000000006,0,0,,Click Response,ResponseA,3,object-86,Testing02,,2,,,_,TA,CHOR,_01.png,_02.png,,,,,CHOR_TA_01.png,CHOR_TA_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TA_02.png,,,
13,1686659589285,13/06/2023 12:33:09,1686663189285,1,13/06/2023 14:33:09,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,11,Testing02,Testing 02,hvzr65,1,response,BLAR_TA_02.png,1408.0599999999977,1399.439999999995,1408.0599999999977,1408.0599999999977,1399.439999999995,1408.0599999999977,1,1408.0599999999977,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TA,BLAR,_01.png,_02.png,,,,,BLAR_TA_01.png,BLAR_TU_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TA_02.png,,,
14,1686659591128,13/06/2023 12:33:11,1686663191128,1,13/06/2023 14:33:11,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,12,Testing02,Testing 02,hvzr65,1,response,DREE_TA_02.png,1851.6200000000026,1848.4000000000015,1851.6200000000026,1851.6200000000026,1848.4000000000015,1851.6200000000026,0,1851.6200000000026,0,0,,Click Response,ResponseB,4,object-85,Testing02,,2,,,_,TU,DREE,_01.png,_02.png,,,,,DREE_TU_01.png,DREE_TU_02.png,DREE_TA_02.png,,,,,,,,,DREE_TU_02.png,,,
15,1686659593259,13/06/2023 12:33:13,1686663193259,1,13/06/2023 14:33:13,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,13,Testing02,Testing 02,hvzr65,1,response,SNUR_TU_02.png,2134.220000000001,2132,2134.220000000001,2134.220000000001,2132,2134.220000000001,1,2134.220000000001,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,SNUR,_01.png,_02.png,,,,,SNUR_TU_01.png,SNUR_TU_02.png,SNUR_TI_02.png,,,,,,,,,SNUR_TU_02.png,,,
16,1686659595248,13/06/2023 12:33:15,1686663195248,1,13/06/2023 14:33:15,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,14,Testing02,Testing 02,hvzr65,1,response,BLAR_TI_02.png,1992.2200000000012,1982.239999999998,1992.2200000000012,1992.2200000000012,1982.239999999998,1992.2200000000012,1,1992.2200000000012,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TI,BLAR,_01.png,_02.png,,,,,BLAR_TI_01.png,BLAR_TI_02.png,BLAR_TA_02.png,,,,,,,,,BLAR_TI_02.png,,,
17,1686659596638,13/06/2023 12:33:16,1686663196638,1,13/06/2023 14:33:16,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,15,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,1397.9800000000032,1382.3199999999997,1397.9800000000032,1397.9800000000032,1382.3199999999997,1397.9800000000032,1,1397.9800000000032,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TI,DREE,_01.png,_02.png,,,,,DREE_TI_01.png,DREE_TU_02.png,DREE_TI_02.png,,,,,,,,,DREE_TI_02.png,,,
18,1686659598029,13/06/2023 12:33:18,1686663198029,1,13/06/2023 14:33:18,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,16,Testing02,Testing 02,hvzr65,1,response,CHOR_TA_02.png,1408.6600000000035,1399.9400000000023,1408.6600000000035,1408.6600000000035,1399.9400000000023,1408.6600000000035,0,1408.6600000000035,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TU,CHOR,_01.png,_02.png,,,,,CHOR_TU_01.png,CHOR_TA_02.png,CHOR_TU_02.png,,,,,,,,,CHOR_TU_02.png,,,
19,1686659599826,13/06/2023 12:33:19,1686663199826,1,13/06/2023 14:33:19,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,17,Testing02,Testing 02,hvzr65,1,response,PHAI_TA_02.png,1804.7200000000012,1798.8600000000006,1804.7200000000012,1804.7200000000012,1798.8600000000006,1804.7200000000012,1,1804.7200000000012,0,0,,Click Response,ResponseA,3,object-86,Testing02,,3,,,_,TA,PHAI,_01.png,_02.png,,,,,PHAI_TA_01.png,PHAI_TA_02.png,PHAI_TU_02.png,,,,,,,,,PHAI_TA_02.png,,,
20,1686659601525,13/06/2023 12:33:21,1686663201525,1,13/06/2023 14:33:21,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,18,Testing02,Testing 02,hvzr65,1,response,STOO_TA_02.png,1704.8600000000006,1697.800000000003,1704.8600000000006,1704.8600000000006,1697.800000000003,1704.8600000000006,1,1704.8600000000006,0,0,,Click Response,ResponseB,4,object-85,Testing02,,3,,,_,TA,STOO,_01.png,_02.png,,,,,STOO_TA_01.png,STOO_TI_02.png,STOO_TA_02.png,,,,,,,,,STOO_TA_02.png,,,
21,1686659603984,13/06/2023 12:33:23,1686663203984,1,13/06/2023 14:33:23,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Scoring,Score,lbqwfd,1,continue,,2466.0599999999977,2449.479999999996,2466.0599999999977,2466.0599999999977,2449.479999999996,2466.0599999999977,1,2466.0599999999977,0,0,,Click To Continue,Continue Button,2,object-91,Scoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1686659603985,13/06/2023 12:33:23,1686663203985,1,13/06/2023 14:33:23,136362,2,task-pfy5,,30034708,632aa1271f930bbc655a32d8,8944518,,complete,,64886bfcd500427b14596726,computer,Desktop or Laptop,Mac OS 10.15,Firefox 113.0,2128x1330,1016x1191,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1686659436723,13/06/2023 12:30:36,1686663036723,1,13/06/2023 14:30:36,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1686659441577,13/06/2023 12:30:41,1686663041577,1,13/06/2023 14:30:41,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Instructions02,Instructions02,g2b1f4,1,continue,,5151.287000047683,5138.402999999998,5151.287000047683,5151.287000047683,5138.402999999998,5151.287000047683,1,5151.287000047683,0,0,,Click To Continue,Continue Button,2,object-79,Instructions02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1686659444101,13/06/2023 12:30:44,1686663044101,1,13/06/2023 14:30:44,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,1,Testing02,Testing 02,hvzr65,1,response,DREE_TI_02.png,2535.857,2519.1820000000007,2535.857,2535.857,2519.1820000000007,2535.857,0,2535.857,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TA,DREE,_01.png,_02.png,,,,,DREE_TA_01.png,DREE_TI_02.png,DREE_TA_02.png,,,,,,,,,DREE_TA_02.png,,,
4,1686659445628,13/06/2023 12:30:45,1686663045628,1,13/06/2023 14:30:45,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,2,Testing02,Testing 02,hvzr65,1,response,BLAR_TU_02.png,1544.2020000476841,1534.7880000000005,1544.2020000476841,1544.2020000476841,1534.7880000000005,1544.2020000476841,1,1544.2020000476841,0,0,,Click Response,ResponseA,3,object-86,Testing02,,1,,,_,TU,BLAR,_01.png,_02.png,,,,,BLAR_TU_01.png,BLAR_TU_02.png,BLAR_TI_02.png,,,,,,,,,BLAR_TU_02.png,,,
5,1686659447296,13/06/2023 12:30:47,1686663047296,1,13/06/2023 14:30:47,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,3,Testing02,Testing 02,hvzr65,1,response,CHOR_TI_02.png,1677.5139999523162,1668.4599999999991,1677.5139999523162,1677.5139999523162,1668.4599999999991,1677.5139999523162,1,1677.5139999523162,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TI,CHOR,_01.png,_02.png,,,,,CHOR_TI_01.png,CHOR_TU_02.png,CHOR_TI_02.png,,,,,,,,,CHOR_TI_02.png,,,
6,1686659449470,13/06/2023 12:30:49,1686663049470,1,13/06/2023 14:30:49,136362,2,task-pfy5,,30034728,60d076b285f86631fec0107f,8944615,,complete,,64886e046d56e827697e2471,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x937,,Noun-Number Testing (Clone),1,Noun Number Testing,4,Testing02,Testing 02,hvzr65,1,response,STOO_TU_02.png,2183.553999952317,2168.8100000000013,2183.553999952317,2183.553999952317,2168.8100000000013,2183.553999952317,1,2183.553999952317,0,0,,Click Response,ResponseB,4,object-85,Testing02,,1,,,_,TU,STOO,_01.png,_02.png,,,,,STOO_TU_01.png,STOO_TA_02.png,STOO_TU_02.png,,,,,,,,,STOO_TU_02.png,,,
